ICAO.Code,IATA.Code,Airport.Name,City,Country,Latitude,Longitude
SPSF,N/A,N/A,SAN FRANCISCO,PERU,0,0
SPSH,N/A,N/A,SHATOJA,PERU,0,0
SPSI,N/A,N/A,SIHUAS,PERU,0,0
SPSJ,N/A,N/A,SAN JOSE DE SISA,PERU,0,0
SPSL,N/A,N/A,LAMAS,PERU,0,0
SPSM,N/A,N/A,TSOMAVONI,PERU,0,0
SPSO,PIO,PISCO,PISCO,PERU,-13.745,-76.22
SPSP,N/A,N/A,SAN PABLO,PERU,0,0
SPSR,N/A,N/A,SANTA ROSA,PERU,0,0
SPSS,N/A,N/A,MASISEA,PERU,0,0
SPST,TPP,TARAPOTO,TARAPOTO,PERU,-6.509,-76.373
SPSY,N/A,N/A,SHIRINGAYOC,PERU,0,0
SPTA,N/A,N/A,NAUTA,PERU,0,0
SPTE,N/A,N/A,TERESITA,PERU,0,0
SPTI,N/A,N/A,PUERTO INCA,PERU,0,0
SPTN,TCQ,CORONEL FAP CARLOS CIRIANI SANTA ROSA,TACNA,PERU,-18.053,-70.276
SPTP,N/A,EL PATO AB,TALARA,PERU,-4.55,-81.224
SPTQ,N/A,N/A,TOQUEPALA,PERU,0,0
SPTR,N/A,N/A,TOURNAVISTA,PERU,0,0
SPTT,N/A,N/A,TANANTA,PERU,0,0
SPTU,PEM,PADRE ALDAMIZ,PUERTO MALDONADO,PERU,-12.614,-69.229
SPTY,N/A,N/A,TINTAY,PERU,0,0
SPUC,N/A,N/A,HUAMACHUCO,PERU,0,0
SPUR,PIU,CAPITAN CONCHA,PIURA,PERU,-5.206,-80.616
SPVA,N/A,N/A,HACIENDA EL VALOR,PERU,0,0
SPVL,N/A,N/A,CARAVELLI,PERU,0,0
SPVR,N/A,N/A,VITOR,PERU,0,0
SPYL,TYL,CAPITAN MONTES,TALARA,PERU,-4.576,-81.254
SPYO,N/A,N/A,PACASMAYO,PERU,0,0
SPZA,N/A,NASCA,NAZCA,PERU,-14.854,-74.961
SPZH,N/A,N/A,PACHIZA,PERU,0,0
SPZK,N/A,N/A,SOTZIKI,PERU,0,0
SPZO,CUZ,VELAZCO ASTETE,CUZCO,PERU,-13.536,-71.939
SPZT,N/A,N/A,CHAZUTA,PERU,0,0
SUAA,MVD,ANGEL S ADAMI,MONTEVIDEO,URUGUAY,-34.789,-56.264
SUAG,ATI,ARTIGAS INTERNATIONAL,ARTIGAS,URUGUAY,-30.401,-56.508
SUCA,CYR,LAGUNA DE LOS PATOS INTERNATIONAL,COLONIA,URUGUAY,-34.456,-57.771
SUDU,N/A,SANTA BERNARDINA INTERNATIONAL,DURAZNO,URUGUAY,-33.359,-56.499
SULS,N/A,CAPITAN CORBETA C A CURBELO INTERNATIONAL,MALDONADO,URUGUAY,-34.855,-55.094
SUME,N/A,N/A,MERCEDES,URUGUAY,0,0
SUMO,MLZ,CERRO LARGO,MELO,URUGUAY,-32.338,-54.217
SUMU,MVD,CARRASCO INTERNATIONAL,MONTEVIDEO,URUGUAY,-34.838,-56.03
SUPE,PDP,EL JAGUEL INTERNATIONAL,PUNTA DEL ESTE,URUGUAY,-34.914,-54.921
SUPU,PDU,TYDEO LARRE BORGES INTERNATIONAL,PAYSANDU,URUGUAY,-32.365,-58.061
SURV,RVY,RIVERA INTERNATIONAL,RIVERA,URUGUAY,-30.974,-55.476
SUSO,STY,NUEVA HESPERIDES INTERNATIONAL,SALTO,URUGUAY,-31.44,-57.991
SUTB,TAW,TACUAREMBO,TACUAREMBO,URUGUAY,-31.749,-55.926
SUTR,N/A,N/A,TREINTA Y TRES,URUGUAY,0,0
SUVO,N/A,N/A,VICHADERO,URUGUAY,0,0
SVAC,AGV,OSWALDO GUEVARA MUJICA,ACARIGUA,VENEZUELA,9.553,-69.238
SVAN,AAO,ANACO,ANACO,VENEZUELA,9.429,-64.471
SVAT,N/A,SAN FERNANDO DE ATABAPO,SAN FERNANDO DEATABAPO,VENEZUELA,4.052,-67.701
SVBC,BLA,GENERAL JOSE ANTONIO ANZOATEGUI INTERNATIONAL,BARCELONA,VENEZUELA,10.107,-64.689
SVBI,BNS,BARINAS,BARINAS,VENEZUELA,8.619,-70.221
SVBL,N/A,EL LIBERTADOR AB,MARACAIBO,VENEZUELA,10.183,-67.557
SVBM,BRM,BARQUISIMETO INTERNATIONAL,BARQUISIMETO,VENEZUELA,10.043,-69.358
SVBS,N/A,MARISCAL SUCRE,MARACAY,VENEZUELA,10.25,-67.649
SVBZ,N/A,N/A,BRUZUAL,VENEZUELA,0,0
SVCB,CBL,CIUDAD BOLIVAR,CIUDAD BOLIVAR,VENEZUELA,8.122,-63.537
SVCD,N/A,CAICARA DE ORINOCO,CAICARA DE ORINOCO,VENEZUELA,7.626,-66.165
SVCH,N/A,N/A,ACHAGUAS,VENEZUELA,0,0
SVCI,N/A,N/A,CACHIPO,VENEZUELA,0,0
SVCJ,N/A,SAN CARLOS,SAN CARLOS,VENEZUELA,9.649,-68.575
SVCL,N/A,CALABOZO,CALABOZO,VENEZUELA,8.924,-67.417
SVCN,CAJ,CANAIMA,CANAIMA,VENEZUELA,6.232,-62.854
SVCO,N/A,CARORA,CARORA,VENEZUELA,10.176,-70.065
SVCP,CUP,GENERAL JOSE FRANCISCO BERMUDEZ,CARUPANO,VENEZUELA,10.66,-63.262
SVCR,CZE,JOSE LEONARDO CHIRINOS,CORO,VENEZUELA,11.415,-69.681
SVCS,N/A,OSCAR MACHADO ZULOAGA,CARACAS,VENEZUELA,10.286,-66.816
SVCU,CUM,ANTONIO JOSE DE SUCRE,CUMANA,VENEZUELA,10.45,-64.13
SVCZ,N/A,CAPITAN MANUEL RIOS GUARICO AIRBASE,CARRIZAL,VENEZUELA,9.372,-66.923
SVDP,N/A,N/A,LA DIVINA PASTORA,VENEZUELA,0,0
SVED,N/A,EL DORADO,EL DORADO,VENEZUELA,6.715,-61.639
SVEZ,N/A,ELORZA,ELORZA,VENEZUELA,7.06,-69.497
SVGD,N/A,GUASDUALITO,GUASDUALITO,VENEZUELA,7.211,-70.756
SVGI,GUI,GUIRIA,GUIRIA,VENEZUELA,10.574,-62.313
SVGT,N/A,N/A,GUASIPATI,VENEZUELA,0,0
SVGU,GUQ,GUANARE,GUANARE,VENEZUELA,9.027,-69.755
SVHG,N/A,HIGUEROTE,HIGUEROTE,VENEZUELA,10.462,-66.093
SVIC,N/A,N/A,ICABARU,VENEZUELA,0,0
SVIE,N/A,ANDRES MIGUEL SALAZAR MARCANO,ISLA DE COCHE,VENEZUELA,10.794,-63.981
SVJC,LSP,JOSEFA CAMEJO,PARAGUANA,VENEZUELA,11.781,-70.152
SVJM,N/A,SAN JUAN DE LOS MORROS,SAN JUAN DE LOS MORROS,VENEZUELA,9.907,-67.379
SVKA,N/A,N/A,KAVANAYEN,VENEZUELA,0,0
SVKM,N/A,N/A,KAMARATA,VENEZUELA,0,0
SVLF,LFR,LA FRIA,LA FRIA,VENEZUELA,8.239,-72.271
SVLO,N/A,LA ORCHILA,LA ORCHILA,VENEZUELA,11.809,-66.179
SVMC,MAR,LA CHINITA INTERNATIONAL,MARACAIBO,VENEZUELA,10.558,-71.728
SVMD,MRD,ALBERTO CARNEVALLI,MERIDA,VENEZUELA,8.582,-71.161
SVMG,PMV,DEL CARIBE INTERNATIONAL GEN SANTAGO MARINO,PORLAMAR,VENEZUELA,10.912,-63.966
SVMI,CCS,SIMON BOLIVAR INTERNATIONAL,CARACAS,VENEZUELA,10.603,-66.991
SVMN,N/A,N/A,MENE GRANDE,VENEZUELA,0,0
SVMT,MUN,MATURIN,MATURIN,VENEZUELA,9.749,-63.152
SVPA,PYH,CASIQUE ARAMARE,PUERTO AYACUCHO,VENEZUELA,5.62,-67.606
SVPC,PBL,GENERAL BARTOLOME SALOM INTERNATIONAL,PUERTO CABELLO,VENEZUELA,10.48,-68.073
SVPM,N/A,PARAMILLO,SAN CRISTOBAL,VENEZUELA,7.801,-72.203
SVPR,PZO,GENERAL MANUEL CARLOS PIAR,GUAYANA,VENEZUELA,8.288,-62.76
SVPT,N/A,PALMARITO,PALMARITO,VENEZUELA,7.576,-70.174
SVRS,N/A,N/A,EL GRAN ROQUE,VENEZUELA,0,0
SVSA,SVZ,SAN ANTONIO DEL TACHIRA,SAN ANTONIO,VENEZUELA,7.852,-72.435
SVSB,N/A,SANTA BARBARA DE BARINAS,SANTA BARBARA,VENEZUELA,7.803,-71.166
SVSC,N/A,N/A,SAN CARLOS DE RIO NEGR,VENEZUELA,0,0
SVSE,N/A,N/A,SANTA ANA DE UAIREN,VENEZUELA,0,0
SVSO,STD,MAYOR BUENAVENTURA VIVAS,SANTO DOMINGO,VENEZUELA,7.565,-72.035
SVSP,SFH,SUB TENIENTE NESTOR ARIAS,SAN FELIPE,VENEZUELA,10.279,-68.755
SVSR,SFD,SAN FERNANDO DE APURE,SAN FERNANDO DE APURE,VENEZUELA,7.883,-67.444
SVST,SOM,SAN TOME,SAN TOME,VENEZUELA,8.945,-64.151
SVSZ,STB,SANTA BARBARA DEL ZULIA,SANTA BARBARA,VENEZUELA,8.974,-71.943
SVTC,TUV,TUCUPITA,TUCUPITA,VENEZUELA,9.089,-62.094
SVTM,N/A,TUMEREMO,TUMEREMO,VENEZUELA,7.249,-61.529
SVTR,N/A,N/A,TREMBLADOR,VENEZUELA,0,0
SVUM,N/A,N/A,URIMAN,VENEZUELA,0,0
SVUQ,N/A,N/A,UONDQUEN,VENEZUELA,0,0
SVVA,VLN,ARTURO MICHELENA INTERNATIONAL,VALENCIA,VENEZUELA,10.158,-67.927
SVVG,N/A,JUAN PABLO PEREZ ALFONSO,MERIDA,VENEZUELA,8.624,-71.673
SVVL,VLV,DR ANTONIO NICOLAS BRICENO,VALERA,VENEZUELA,9.341,-70.584
SVVP,VDP,VALLE DE LA PASCUA,VALLE DE LA PASCUA,VENEZUELA,9.222,-65.993
SYAH,N/A,N/A,AISHALTON,GUYANA,0,0
SYAN,N/A,N/A,ANNAI,GUYANA,0,0
SYAP,N/A,N/A,APOTERI,GUYANA,0,0
SYAW,N/A,N/A,AWARUWAUNAWA,GUYANA,0,0
SYBR,N/A,N/A,BARAMITA,GUYANA,0,0
SYBT,N/A,N/A,BARTICA,GUYANA,0,0
SYEB,N/A,N/A,EBINI,GUYANA,0,0
SYGH,N/A,N/A,GOOD HOPE,GUYANA,0,0
SYGT,GEO,N/A,GEORGETOWN,GUYANA,0,0
SYIB,N/A,N/A,IMBAIMADAI,GUYANA,0,0
SYKA,N/A,N/A,KAIETEUR,GUYANA,0,0
SYKI,N/A,N/A,KAOW ISLAND,GUYANA,0,0
SYKK,N/A,N/A,KURUKABARU,GUYANA,0,0
SYKM,KAR,KAMARANG,KAMARANG,GUYANA,5.865,-60.614
SYKR,N/A,N/A,KARANAMBO,GUYANA,0,0
SYKS,N/A,N/A,KARASABAI,GUYANA,0,0
SYKT,N/A,N/A,KATO,GUYANA,0,0
SYKW,N/A,N/A,KWAKWANI,GUYANA,0,0
SYLD,N/A,LINDEN,LINDEN,GUYANA,5.966,-58.27
SYLP,N/A,N/A,LUMID PAU,GUYANA,0,0
SYLT,LTM,LETHEM,LETHEM,GUYANA,3.373,-59.789
SYMB,N/A,N/A,MABARUMA,GUYANA,0,0
SYMD,N/A,N/A,MAHDIA,GUYANA,0,0
SYMM,N/A,N/A,MONKEY MOUNTAIN,GUYANA,0,0
SYMN,N/A,N/A,MANARI,GUYANA,0,0
SYMP,N/A,N/A,MOUNTAIN POINT,GUYANA,0,0
SYMR,N/A,N/A,MATTHEW'S RIDGE,GUYANA,0,0
SYMW,N/A,N/A,MARURANAWA,GUYANA,0,0
SYNA,N/A,N/A,NEW AMSTERDAM,GUYANA,0,0
SYOR,N/A,N/A,ORINDUIK,GUYANA,0,0
SYPR,N/A,N/A,PARUIMA,GUYANA,0,0
SYWI,N/A,N/A,WICHABAI,GUYANA,0,0
TAPA,ANU,V C BIRD INTERNATIONAL,ANTIGUA,LEEWARD ISLANDS,17.137,-61.792
TAPH,N/A,N/A,CODRINGTON,ANTIGUA & BARBUDA,0,0
TAPT,N/A,N/A,COCO POINT LODGE,ANTIGUA & BARBUDA,0,0
TBPB,BGI,GRANTLEY ADAMS INTERNATIONAL,BRIDGETOWN,BARBADOS,13.074,-59.492
TDCF,DCF,CANEFIELD,CANEFIELD,DOMINICA,15.337,-61.392
TDPD,DOM,MELVILLE HALL,DOMINICA,DOMINICA,15.547,-61.3
TDPR,N/A,N/A,ROSEAU,DOMINICA,0,0
TFFA,DSD,N/A,DESIRADE,GUADELOUPE,0,0
TFFB,N/A,N/A,BASSE-TERRE,ANTILLES,0,0
TFFC,N/A,N/A,ST.-FRANCOIS,ANTILLES,0,0
TFFF,FDF,LE LAMENTIN,FORT-DE-FRANCE,ANTILLES,14.591,-61.003
TFFG,SFG,GRAND CASE,ST. MARTIN,ANTILLES,18.1,-63.047
TFFJ,SBH,GUSTAVIA/ST.BARTHEL,ST.-BARTHELEMY,ANTILLES,17.9,-62.85
TFFM,N/A,MARIE GALANTE,GRAND-BOURG,ANTILLES,15.869,-61.27
TFFR,PTP,LE RAIZET,POINTE-A-PITRE,ANTILLES,16.265,-61.532
TFFS,N/A,N/A,LES SAINTES,ANTILLES,0,0
TGPG,N/A,N/A,ST. GEORGES,GRENADA,0,0
TGPY,GND,POINT SALINES INTERNATIONAL,POINT SALINES,GRENADA,12.004,-61.786
TIST,STT,CYRIL E KING,ST. THOMAS,VIRGIN ISL.,18.337,-64.973
TISX,STX,HENRY E ROHLSEN,ST. CRIOX ISLAND,VIRGIN ISL.,17.702,-64.798
TJBQ,BQN,RAFAEL HERNANDEZ,AGUADILLA,PUERTO RICO,18.495,-67.129
TJCG,VQS,N/A,VIEQUES,PUERTO RICO,0,0
TJCP,CPX,N/A,CULEBRA,PUERTO RICO,0,0
TJFA,FAJ,DIEGO JIMENEZ TORRES,FAJARDO,PUERTO RICO,18.309,-65.662
TJFF,N/A,N/A,RAMEY,PUERTO RICO,0,0
TJIG,SIG,FERNANDO LUIS RIBAS DOMINICCI,SAN JUAN,PUERTO RICO,18.457,-66.098
TJMZ,MAZ,EUGENIO MARIA DE HOSTOS,MAYAGUEZ,PUERTO RICO,18.256,-67.148
TJNR,NRR,ROOSEVELT ROADS NS,ROOSEVELT ROADS,PUERTO RICO,18.245,-65.643
TJPS,PSE,MERCEDITA,PONCE,PUERTO RICO,18.008,-66.563
TJSJ,SJU,LUIS MUNOZ MARIN INTERNATIONAL,SAN JUAN,PUERTO RICO,18.439,-66.002
TKPK,SKB,ROBERT L BRADSHAW,BASSE TERRE,ST. KITTS & NEVIS,17.311,-62.719
TKPN,N/A,VANCE WINKWORTH AMORY INTERNATIONAL,CHARLESTOWN,ST. KITTS & NEVIS,17.206,-62.59
TLPC,SLU,GEORGE F L CHARLES,CASTRIES,ST. LUCIA ISLAND,14.02,-60.993
TLPL,UVF,HEWANORRA INTERNATIONAL,HEWANDORRA,ST. LUCIA ISLAND,13.733,-60.953
TNCA,AUA,REINA BEATRIX INTERNATIONAL,ORANJESTAD,ARUBA,12.501,-70.015
TNCB,BON,FLAMINGO,KRALENDIJK,ANTILLES,12.131,-68.268
TNCC,CUR,HATO,WILLEMSTAD,ANTILLES,12.189,-68.96
TNCE,EUX,F D ROOSEVELT,ORANJESTAD,ANTILLES,17.496,-62.979
TNCM,SXM,PRINCESS JULIANA INTERNATIONAL,PHILIPSBURG,ANTILLES,18.041,-63.109
TNCS,SAB,N/A,SABA,ANTILLES,0,0
TQPF,AXA,WALLBLAKE,THE VALLEY,ANGUILLA ISL.,18.205,-63.055
TRPM,MNI,SANTEE COOPER RGNL,PLYMOUTH,MONTSERRAT ISLAND,33.587,-80.209
TTCP,TAB,CROWN POINT,SCARBOROUGH,TRINIDAD & TOBAGO,11.149,-60.832
TTPP,POS,PIARCO,PORT-OF-SPAIN,TRINIDAD & TOBAGO,10.595,-61.337
TTPS,POS,N/A,PORT-OF-SPAIN,TRINIDAD & TOBAGO,0,0
TUPJ,EIS,TERRANCE B LETTSOME INTERNATIONAL,ROADTOWN/BEEF ISLAND,VIRGIN ISL.,18.445,-64.543
TUPW,VIJ,N/A,VIRGIN GORDA,VIRGIN ISL.,0,0
TVSB,N/A,J F MITCHELL,BEQUIA,ST.VINCENT/GRENADINES,12.988,-61.262
TVSC,CIW,CANOUAN,CANOUAN ISLAND,ST.VINCENT/GRENADINES,12.699,-61.342
TVSM,MQS,MUSTIQUE,MUSTIQUE,ST.VINCENT/GRENADINES,12.887,-61.18
TVSU,UNI,N/A,UNION ISLAND,ST.VINCENT/GRENADINES,0,0
TVSV,SVD,E T JOSHUA,KINGSTOWN,ST.VINCENT/GRENADINES,13.144,-61.211
UAAA,ALA,ALMATY,ALMA-ATA,KAZAKHSTAN,43.352,77.04
UAAH,N/A,BALKHASH,BALKHASH,RUSSIA,46.894,75.005
UAAN,N/A,N/A,UZUNAGACH,RUSSIA,0,0
UACC,TSE,ASTANA,TSELINOGRAD,RUSSIA,51.022,71.467
UADD,DMB,N/A,DZHAMBUL,RUSSIA,0,0
UAFM,FRU,MANAS,BISHKEK,RUSSIA,43.062,74.478
UAFO,OSS,OSH,OSH,RUSSIA,40.609,72.793
UAFP,N/A,N/A,PRZHEVALSK,RUSSIA,0,0
UAGZ,GUW,N/A,GURYEV,RUSSIA,0,0
UAII,CIT,SHYMKENT,CHIMKENT,RUSSIA,42.364,69.479
UAKD,DZH,ZHEZKAZGAN,DZHEZKAZGAN,RUSSIA,47.708,67.733
UAOO,N/A,N/A,KZYL-ORDA,RUSSIA,0,0
UARR,URA,URALSK,URALSK,RUSSIA,51.152,51.546
UASP,PWQ,N/A,PAVLODAR,RUSSIA,0,0
UASS,PLX,SEMIPALATINSK,SEMIPLATINSK,RUSSIA,50.351,80.234
UATA,N/A,N/A,ARALSK,RUSSIA,0,0
UATE,N/A,AKTAU,SHEVCHENKO,RUSSIA,43.86,51.092
UATR,N/A,N/A,CHELKAR,RUSSIA,0,0
UATT,AKX,AKTYUBINSK,AKTYUBINSK,RUSSIA,50.245,57.203
UAUR,N/A,N/A,ARKALYK,RUSSIA,0,0
UAUU,KTQ,KOSTANAY,KUSTANAY,RUSSIA,53.206,63.551
UBBB,BAK,BINA,BAKU,RUSSIA,40.468,50.047
UEBN,N/A,N/A,NIZHNE-YANSK,RUSSIA,0,0
UEEA,ADH,ADA MUNI,ALDAN,RUSSIA,34.804,-96.671
UEEE,YKS,YAKUTSK,YAKUTSK,RUSSIA,62.093,129.771
UEMH,N/A,N/A,TYOPLY KLUCH,RUSSIA,0,0
UEMM,N/A,N/A,MAGDAGACHI,RUSSIA,0,0
UEMO,N/A,N/A,OLEKMINSK,RUSSIA,0,0
UENO,N/A,N/A,NURBA,RUSSIA,0,0
UERL,N/A,N/A,LENSK,RUSSIA,0,0
UERP,N/A,POLYARNY,POLYARNY,RUSSIA,66.417,112.05
UERR,MJZ,N/A,MIRNYJ,RUSSIA,0,0
UERS,N/A,N/A,SASKYLAKH,RUSSIA,0,0
UERT,N/A,N/A,VITIM,RUSSIA,0,0
UESO,N/A,N/A,CHOKURDAKH,RUSSIA,0,0
UESS,N/A,N/A,CHERSKY,RUSSIA,0,0
UGEE,EVN,ZVARTNOTS,YEREVAN,RUSSIA,40.148,44.397
UGGG,TBS,LOCHINI,TBILISI,GEORGIA,41.669,44.955
UGGN,N/A,N/A,TSNORI,RUSSIA,0,0
UGMM,N/A,N/A,MUKHRANI,RUSSIA,0,0
UGSS,SUI,SUKHUMI DRANDA,SUKHUMI,GEORGIA,42.858,41.128
UHBA,N/A,N/A,ARKHARA,RUSSIA,0,0
UHBB,BQS,IGNATYEVO,BLAGOVESCHENSK,RUSSIA,50.422,127.41
UHBP,N/A,N/A,EKIMCHAM,RUSSIA,0,0
UHHD,N/A,N/A,DALNERECHENSK,RUSSIA,0,0
UHHH,KHV,NOVY,KHABAROVSK,RUSSIA,48.528,135.188
UHHO,N/A,N/A,TROITSKOYE,RUSSIA,0,0
UHMA,N/A,UGOLNY,ANADYR,RUSSIA,64.735,177.741
UHMD,PVS,PROVIDENIYA BAY,PROVIDENIYA BAY,RUSSIA,64.38,-173.247
UHMG,N/A,N/A,CHAIBUKHA,RUSSIA,0,0
UHMI,N/A,N/A,MYS SCHMIDTA,RUSSIA,0,0
UHMK,N/A,N/A,KEPERVEEM,RUSSIA,0,0
UHML,N/A,N/A,LAVRENTIYA,RUSSIA,0,0
UHMM,GDX,SOKOL,MAGADAN,RUSSIA,59.91,150.717
UHMN,N/A,N/A,OMOLON,RUSSIA,0,0
UHMO,N/A,N/A,MARKOVO,RUSSIA,0,0
UHMP,N/A,PEVEK FIR,PEVEK,RUSSIA,67.5,171
UHMR,N/A,N/A,BERINGOVSKY,RUSSIA,0,0
UHMS,N/A,N/A,SEYMCHAN,RUSSIA,0,0
UHNN,N/A,NIKOLAEVSK,NIKOLAEVSK-NA-AMURE,RUSSIA,0,0
UHOO,N/A,N/A,OKHOTSK,RUSSIA,0,0
UHPB,N/A,N/A,UST-BOLSHERETSK,RUSSIA,0,0
UHPD,N/A,N/A,OSSORA,RUSSIA,0,0
UHPK,N/A,N/A,UST-KAMCHATSK,RUSSIA,0,0
UHPM,N/A,N/A,MILKOVO,RUSSIA,0,0
UHPP,PKC,YELIZOVO,PETROPAVLOVSK,RUSSIA,53.166,158.453
UHPT,N/A,N/A,TILICHIKI,RUSSIA,0,0
UHPU,N/A,N/A,UST-KHAYRUZOVO,RUSSIA,0,0
UHSH,N/A,OKHA,OKHA,RUSSIA,53.515,142.888
UHSS,UUS,KHOMUTOVO,YUZHNO-SAKHALINSK,RUSSIA,46.889,142.717
UHWW,VVO,KNEVICHI,VLADIVOSTOK,RUSSIA,43.399,132.151
UIAA,HTA,KADALA,CHITA,RUSSIA,52.026,113.305
UIAM,N/A,N/A,MOGOCHA,RUSSIA,0,0
UIBB,BTK,BRATSK,BRATSK,RUSSIA,56.371,101.699
UIII,IKT,IRKUTSK,IRKUTSK,RUSSIA,52.267,104.395
UIIO,N/A,N/A,UST-ORDYNSKY,RUSSIA,0,0
UIKB,N/A,N/A,BODAYBO,RUSSIA,0,0
UIKK,N/A,N/A,KIRENSK,RUSSIA,0,0
UINN,N/A,N/A,NIZHNEUDINSK,RUSSIA,0,0
UIUH,N/A,N/A,KHORINSK,RUSSIA,0,0
UIUU,UUD,MUKHINO,ULAN-UDE,RUSSIA,51.807,107.438
UKBB,KBP,BORYSPIL,KIEV,RUSSIA,50.345,30.895
UKCC,DOK,DONETSK,DONETSK,RUSSIA,48.073,37.74
UKDD,DNK,DNIPROPETROVSK,DNEPROPETROVSK,RUSSIA,48.357,35.102
UKFF,SIP,SIMFEROPOL,SIMFEROPOL,RUSSIA,45.039,33.983
UKHE,N/A,N/A,PETROVSKOYE,RUSSIA,0,0
UKHH,N/A,KHMELNYTSKYI,KHARKOV,RUSSIA,49.359,26.934
UKII,KIV,N/A,KISHINEV,RUSSIA,0,0
UKKG,KGO,KIROVOGRAD,KIROVOGRAD,RUSSIA,0,0
UKKK,IEV,ZHULIANY,KIEV,RUSSIA,50.402,30.452
UKKS,N/A,N/A,SEMEYNOVKA,RUSSIA,0,0
UKLL,LWO,LVIV,LVOV,RUSSIA,49.813,23.956
UKLN,N/A,CHERNIVTSI,CHERNOVTSK,RUSSIA,48.26,25.982
UKOO,ODS,ODESA,ODESSA,RUSSIA,46.427,30.678
UKWW,N/A,N/A,VINNITSA,RUSSIA,0,0
ULAK,N/A,N/A,KOTLAS,RUSSIA,0,0
ULAL,N/A,N/A,LESHUKONSKOYE,RUSSIA,0,0
ULAM,N/A,N/A,NARYAN-MAR,RUSSIA,0,0
ULLI,LED,PULKOVO,ST. PETERSBURG,RUSSIA,59.8,30.265
ULMM,MMK,MURMANSK,MURMANSK,RUSSIA,68.782,32.751
ULOL,N/A,N/A,VELIKIYE LUKI,RUSSIA,0,0
ULPP,N/A,N/A,PETROZAVODSK,RUSSIA,0,0
ULTT,TLL,N/A,TALLINN,ESTONIA,0,0
ULWB,N/A,N/A,BELOZYORSK,RUSSIA,0,0
ULWT,N/A,N/A,TOTMA,RUSSIA,0,0
ULWW,N/A,N/A,VOLOGDA,RUSSIA,0,0
UMGG,GME,GOMEL,GOMEL,RUSSIA,52.527,31.017
UMII,VTB,VITEBSK,VITEBSK,RUSSIA,55.167,30.133
UMKK,KGD,KHRABROVO,KALININGRAD,RUSSIA,54.89,20.592
UMMM,MHP,MINSK 1,MINSK,RUSSIA,53.864,27.539
UMMS,MSQ,MINSK 2,MINSK 2,RUSSIA,53.882,28.031
UMRG,N/A,N/A,ERGLI,RUSSIA,0,0
UMRR,RIX,N/A,RIGA,RUSSIA,0,0
UMRW,N/A,N/A,VENTSPLIS,RUSSIA,0,0
UMWW,VNO,N/A,VILNIUS,RUSSIA,0,0
UNAA,ABA,ABAKAN,ABAKAN,RUSSIA,53.74,91.385
UNBB,BAX,BARNAUL,BARNAUL,RUSSIA,53.364,83.542
UNEE,KEJ,KEMEROVO,KEMOROVO,RUSSIA,55.27,86.107
UNIB,N/A,N/A,BAYKIT,RUSSIA,0,0
UNII,N/A,N/A,YENISEYSK,RUSSIA,0,0
UNIP,N/A,N/A,PODKAMENAYA TUNGUSKA,RUSSIA,0,0
UNIS,N/A,N/A,SOVETSKY RUDNIK,RUSSIA,0,0
UNIT,N/A,N/A,TURA,RUSSIA,0,0
UNIW,N/A,N/A,VANAVARA,RUSSIA,0,0
UNKE,N/A,N/A,KEZHMA,RUSSIA,0,0
UNKK,KJA,N/A,KRASNOYARSK,RUSSIA,0,0
UNKY,KYZ,N/A,KYZYL,RUSSIA,0,0
UNLL,N/A,N/A,KOLPASHEVO,RUSSIA,0,0
UNLW,N/A,N/A,NOVY VASYUGAN,RUSSIA,0,0
UNNN,OVB,N/A,NOVOSIBIRSK,RUSSIA,0,0
UNOO,OMS,TSENTRALNY,OMSK,RUSSIA,54.967,73.31
UNWW,NOZ,N/A,NOVOKUZNETSK,RUSSIA,0,0
UOAA,N/A,N/A,AMDERMA,RUSSIA,0,0
UOHH,N/A,N/A,KHATANGA,RUSSIA,0,0
UOTT,N/A,N/A,TURUKHANSK,RUSSIA,0,0
URKK,KRR,PASHKOVSKY,KRASNODAR,RUSSIA,45.035,39.172
URMK,N/A,N/A,KISLOVODSK,RUSSIA,0,0
URML,MCX,UYTASH,MAKHACHKALA,RUSSIA,42.817,47.652
URMM,MRV,MINERALNYYE VODY,MINERALNYE VODY,RUSSIA,44.225,43.082
URMT,STW,SHPAKOVSKOYE,STAVROPOL,RUSSIA,45.109,42.113
URRM,N/A,N/A,MOROZOVSK,RUSSIA,0,0
URRR,ROV,ROSTOV NA DONU,ROSTOV,RUSSIA,47.258,39.818
URSS,AER,SOCHI,SOCHI,RUSSIA,43.446,39.947
URWA,ASF,ASTRAKHAN,ASTRAKHAN,RUSSIA,46.283,48.006
URWW,VOG,GUMRAK,VOLGOGRAD,RUSSIA,48.782,44.345
USCC,CEK,BALANDINO,CHELYABINSK,RUSSIA,55.303,61.507
USCM,MQF,MAGNITOGORSK,MAGNETIOGORSK,RUSSIA,53.393,58.76
USDD,N/A,SALEKHARD,SALEKHARD,RUSSIA,66.59,66.61
USDH,N/A,N/A,KHARASAVEY,RUSSIA,0,0
USDS,N/A,N/A,TARKO-SALE,RUSSIA,0,0
USDT,N/A,N/A,TAZOVSKY,RUSSIA,0,0
USHB,N/A,N/A,BERYZOVO,RUSSIA,0,0
USHH,N/A,N/A,KHANTY-MANSIYSK,RUSSIA,0,0
USHS,N/A,N/A,SOVETSKY,RUSSIA,0,0
USKD,N/A,N/A,KAMENNY MYS,RUSSIA,0,0
USKK,KVX,N/A,KIROV,RUSSIA,0,0
